-6.14424e-17,-0.3645,1.10963,-3.14159,1.22465e-16,-1.5708,0
0.0530929,-0.360659,1.07247,-2.6823,0.00173407,-1.62293,0.01
0.182922,-0.288586,1.04588,-2.13769,0.471737,-1.63349,0.02
0.23672,-0.187471,1.10399,-1.5859,0.692161,-1.4185,0.03
0.231975,-0.0928453,1.17988,-0.909074,0.712053,-1.00866,0.04
0.174015,-0.0306254,1.2467,-0.352487,0.490436,-0.661294,0.05
0.0855081,-0.00999023,1.27779,-0.0113669,0.125974,-0.470043,0.06
0.0738611,-0.00995877,1.27819,0.0188509,0.0755986,-0.453425,0.07
0.177787,0.453052,1.13317,0.0329765,0.0612072,-1.12036,0.08
0.203418,0.693722,0.939676,-0.0512513,0.077167,-1.61332,0.09
0.153051,0.701235,0.909422,-0.0213291,0.0740763,-1.81482,0.1
0.153259,0.713435,0.803048,-0.315477,0.25212,-2.19118,0.11
0.107166,0.591887,0.807823,0.0155602,0.174045,-2.37044,0.12
0.0133739,0.537584,0.742251,0.0162418,0.217354,-2.71293,0.13
0.040946,0.614204,0.422717,-0.122348,0.260037,2.81344,0.14
-0.0130636,0.53472,0.293059,0.10054,0.219719,2.20554,0.15
-0.178787,0.477753,0.242898,0.238727,0.336685,1.70743,0.16
-0.166254,0.416965,0.222113,2.22045e-16,1.65871e-16,1.22173,0.17
-0.166254,0.416965,0.222113,2.22045e-16,1.65871e-16,1.22173,0.19
-0.0989157,0.474322,0.30293,0.343968,0.359053,1.62191,0.2
-0.0292571,0.532633,0.403627,0.861091,0.393102,2.07035,0.21
0.0431295,0.569256,0.543255,1.27908,0.138255,2.30507,0.22
0.13307,0.549937,0.545155,0.89095,-0.0687181,2.30275,0.23
0.21925,0.436308,0.654507,0.483254,-0.459022,2.5902,0.24
0.243903,0.219357,0.771898,-0.331508,-0.397022,-2.8535,0.25
0.260871,0.397402,0.742294,-0.603648,-0.379533,-2.78342,0.26
0.151489,0.389787,0.789694,-0.697962,0.0174007,-2.6986,0.27
0.137619,0.158201,0.94908,-0.764686,0.772844,-2.39369,0.28
0.143998,-0.0591084,0.901779,-0.627908,0.812571,-2.31996,0.29
0.144497,-0.0598772,0.901716,-0.626569,0.809635,-2.31477,0.3
0.169511,-0.110031,0.889116,-0.623943,0.601347,-2.06286,0.31
0.182516,-0.16155,0.860043,-0.736669,0.369495,-1.90607,0.32
0.184514,-0.210024,0.815801,-0.920372,0.136382,-1.79882,0.33
0.296511,-0.23462,0.846432,-0.85575,0.194125,-1.5956,0.34
0.324059,-0.341471,0.740881,-1.11048,0.0631251,-1.50338,0.35
0.37571,-0.29573,0.807555,-1.30317,-0.682546,-1.65604,0.36
0.354728,-0.39003,0.881139,-1.79943,-1.02833,-1.46782,0.37
0.329883,-0.492022,0.926658,-2.08815,-0.551921,-1.43407,0.38
0.418726,-0.509948,0.817649,-2.00775,-0.58357,-1.60242,0.39
0.392264,-0.4522,0.844303,-2.2797,-0.998914,-1.43268,0.4
0.434044,-0.507447,0.728698,-1.95053,-1.141,-1.92672,0.41
0.366869,-0.382622,0.92801,1.87593,-1.36721,0.562809,0.42
0.33045,-0.305154,0.88665,1.20892,-1.10768,1.16994,0.43
0.362947,-0.500062,0.744486,0.398772,-1.24955,2.06405,0.44
0.334895,-0.589966,0.438825,-0.32712,-0.859274,2.69698,0.45
0.264018,-0.523612,0.153586,-0.383989,-0.290847,2.8652,0.46
0.285,-0.49,0.15,-1.66533e-16,-1.38979e-16,2.61799,0.47
0.285,-0.49,0.15,-1.66533e-16,-1.38979e-16,2.61799,0.49
0.22476,-0.546115,0.248524,-0.327209,-0.44293,2.63499,0.5
0.135156,-0.623341,0.369632,-0.810684,-0.740603,2.86918,0.51
0.027624,-0.650662,0.506839,-1.46127,-0.909314,-2.95482,0.52
-0.0708266,-0.625586,0.64978,-2.15327,-0.869784,-2.40583,0.53
-0.135368,-0.559818,0.787695,-2.62951,-0.672304,-2.02781,0.54
-0.133668,-0.505563,0.925904,-2.84201,-0.633511,-1.82635,0.55
-0.121153,-0.407132,0.98307,3.0433,-0.546642,-1.69593,0.56
-0.119852,-0.40657,0.992118,3.04816,-0.524736,-1.68694,0.57
-0.105964,-0.399164,1.05133,3.10302,-0.358629,-1.6301,0.58
-0.0858877,-0.38777,1.08884,-3.10306,-0.200858,-1.59224,0.59
-6.14424e-17,-0.3645,1.10963,-3.14159,1.22465e-16,-1.5708,0.6
