-0.166942,0.418821,0.212428
-0.241788,0.425912,0.213909
-0.0819809,0.391961,0.175942
0.121583,0.440054,0.168614
-0.295994,0.386649,0.154858
-0.00845489,0.512759,0.161479
-0.170506,0.464303,0.175463
-0.256037,0.514264,0.182451
-0.0304806,0.378576,0.231698
0.112202,0.514063,0.185228
-0.223359,0.489424,0.212484
0.0905211,0.521494,0.180621
0.0368884,0.458232,0.151272
0.215727,0.362485,0.194595
-0.222784,0.362802,0.194974
-0.172989,0.450261,0.21898
0.112298,0.464683,0.209052
-0.256824,0.507253,0.177094
0.307443,0.51839,0.201989
0.127109,0.44671,0.168584
