0.00988511,0.00820143,0.00142171,0.00549274,0.00264203,0.00267272,0.00228839,0.0100666,0.00822898,0.00184339,0.00151126,0.00658709,0.00293903,0.00926581,0.00501211,0.00708395,0.00398546,0.00695086,0.00502979,0.0068746,
0.00308476,0.00277144,0.00366826,0.00580526,0.00336115,0.00267272,0.00228839,0.00288471,0.00164726,0.00875852,0.0188729,0.00396859,0.00911964,0.00982464,0.00223411,0.00345832,0.0129771,0.0138239,0.0299842,0.00504726,
0.00126625,0.0213151,0.00199533,0.00549274,0.0088087,0.00267272,0.00873947,0.00199636,0.00803199,0.0183836,0.0104152,0.00686504,0.00911964,0.00982464,0.00223411,0.0121331,0.0134235,0.00695086,0.00954947,0.0160611,
0.00959461,0.00204481,0.00827653,0.00549274,0.00336115,0.0126536,0.00276716,0.00199636,0.0165745,0.011432,0.00151126,0.00411556,0.0097525,0.00926581,0.00361958,0.0121331,0.00448628,0.00746436,0.00824621,0.00504726,
0.00308476,0.00919704,0.0126399,0.00549274,0.00440074,0.00267272,0.00276716,0.0192237,0.00164726,0.0028072,0.0185774,0.00396859,0.00908054,0.00212206,0.00862352,0.00390519,0.00542575,0.0168531,0.00954947,0.00541064,
0.00959461,0.00175965,0.00366826,0.00549274,0.0103715,0.00267272,0.00876821,0.00199088,0.0168693,0.00184339,0.00151126,0.0134853,0.00908054,0.00137438,0.00862352,0.00320615,0.00398546,0.0174179,0.00809207,0.00504726,
0.0185445,0.00455183,0.00827653,0.00549274,0.0103715,0.00281043,0.00907815,0.0212586,0.0168693,0.00875852,0.00151126,0.00658709,0.00908054,0.00321861,0.00162623,0.00668422,0.00541521,0.0137486,0.013351,0.00504726,
0.000700277,0.0119596,0.00827653,0.00549274,0.0088087,0.00322374,0.00876821,0.00199636,0.00284809,0.0091977,0.00207342,0.00686504,0.00908054,0.0104398,0.00162623,0.00320615,0.00541521,0.0137486,0.0116389,0.00545818,
0.00308476,0.00820143,0.00199533,0.00538921,0.0088087,0.00267272,0.00228839,0.00882453,0.0165745,0.00884849,0.00207342,0.00686504,0.00908054,0.00928979,0.00469464,0.00390519,0.00398546,0.00746436,0.00837918,0.00541064,
0.00959461,0.00197554,0.00260227,0.00549274,0.00917872,0.0129477,0.00228839,0.0100666,0.00822898,0.00238264,0.00151126,0.00686504,0.0124333,0.00187637,0.00162623,0.00345832,0.00583259,0.00720365,0.0132676,0.00504726,
0.00126625,0.0172051,0.00827653,0.00538921,0.00898594,0.00322374,0.00906008,0.00882453,0.00164726,0.00184339,0.00962123,0.00686504,0.00203064,0.00187637,0.00162623,0.00320615,0.00583259,0.00730449,0.00892452,0.00504726,
0.00977914,0.00175965,0.00827653,0.00549274,0.00336115,0.00860035,0.00184511,0.00199636,0.00164726,0.00184339,0.00962123,0.00658709,0.0124333,0.00187637,0.00223411,0.0121561,0.00401257,0.00730449,0.00342044,0.00504726,
0.00959461,0.00820143,0.00827653,0.00549274,0.00336115,0.00281043,0.00228839,0.0115078,0.00164726,0.00238264,0.00948866,0.00686504,0.00203064,0.00926581,0.00162623,0.00320615,0.00398546,0.00730449,0.00342044,0.00504726,
0.00959461,0.00820143,0.00816373,0.00549274,0.013426,0.00267272,0.00184511,0.00882453,0.00822898,0.00875852,0.00962123,0.00658709,0.0124333,0.0118667,0.00162623,0.00320615,0.00398546,0.00720365,0.00342044,0.00541064,
0.00959461,0.00820143,0.00816373,0.00549274,0.00336115,0.00281043,0.00228839,0.0115078,0.00803199,0.00238264,0.00962918,0.00686504,0.00203064,0.00187724,0.00162623,0.00345832,0.00398546,0.00720365,0.00824621,0.00504726,
0.00308476,0.0170827,0.00816373,0.00549274,0.013426,0.00267272,0.00184511,0.0211887,0.00164726,0.0114022,0.00948866,0.00396859,0.00203064,0.0092369,0.00223411,0.00668422,0.00401257,0.00720365,0.00342044,0.00504726,
0.00308476,0.0107485,0.00816373,0.00549274,0.00336115,0.00281043,0.00276716,0.0115078,0.00803199,0.00875852,0.00962918,0.00396859,0.0124333,0.0092369,0.0180696,0.0121331,0.00401257,0.0037278,0.00824621,0.00541064,
0.00959461,0.00197554,0.00816373,0.00549274,0.00336115,0.00267272,0.00184511,0.0211887,0.00164726,0.00184339,0.00962918,0.00396859,0.00262187,0.00137438,0.0112982,0.00345832,0.00401257,0.00720365,0.00824621,0.00541064,
0.00959461,0.00820446,0.00816373,0.00549274,0.013426,0.00281043,0.00276716,0.00199088,0.00164726,0.00875852,0.00151126,0.00396859,0.00262187,0.00926581,0.00911521,0.00708395,0.00401257,0.00730449,0.00429779,0.00541064,
0.00308476,0.00251314,0.00816373,0.00549274,0.00898594,0.00281043,0.00184511,0.00199636,0.00164726,0.00184339,0.00222349,0.00396859,0.00262187,0.0092369,0.0112982,0.00413404,0.00401257,0.00372383,0.00429779,0.00541064,
0.00884449,0.00251314,0.00816373,0.00549274,0.013426,0.00281043,0.00184511,0.00882453,0.00164726,0.00184339,0.00151126,0.00396859,0.00203064,0.00926581,0.0112982,0.00708395,0.00401257,0.00349887,0.00809207,0.00504726,
0.00977914,0.00824547,0.00816373,0.00549274,0.013426,0.00267272,0.00184511,0.0115078,0.00115863,0.00184339,0.00151126,0.00396859,0.00911964,0.00982545,0.00860798,0.00668422,0.00401257,0.00349887,0.0131376,0.00541064,
0.00308476,0.00824547,0.00816373,0.00549274,0.0101417,0.00267272,0.00184511,0.00882453,0.00164726,0.00184339,0.00151126,0.00396859,0.00262187,0.0092369,0.0112982,0.0157875,0.00401257,0.00372383,0.0182944,0.00541064,
0.00959461,0.00175965,0.00816373,0.00549274,0.013426,0.00281043,0.00276716,0.00882453,0.00164726,0.00184339,0.00151126,0.00396859,0.00203064,0.0187136,0.0112982,0.00413404,0.00401257,0.00349887,0.0206483,0.00541064,
0.00959461,0.00871049,0.00816373,0.00549274,0.013426,0.00281043,0.00184511,0.00311445,0.00164726,0.00184339,0.00962123,0.00396859,0.0124333,0.00311647,0.00860798,0.0120617,0.00401257,0.0168531,0.00809207,0.00504726,
0.00959461,0.00251314,0.00816373,0.00549274,0.0193352,0.00267272,0.00184511,0.00882453,0.00164726,0.00184339,0.00151126,0.00716005,0.0124333,0.010636,0.0112982,0.0120617,0.00398546,0.00730449,0.00502979,0.00541064,
0.00126625,0.0107485,0.00816373,0.00549274,0.013426,0.00322374,0.00184511,0.00882453,0.00164726,0.00184339,0.00948866,0.0040801,0.00203064,0.0092369,0.00860798,0.00320615,0.00401257,0.0138239,0.0182944,0.00504726,
0.00977914,0.00865814,0.00816373,0.00549274,0.00264203,0.00267272,0.00184511,0.00882453,0.00164726,0.00184339,0.00948866,0.00423344,0.00908054,0.0092369,0.00860798,0.00413404,0.00401257,0.00720365,0.0182944,0.00504726,
0.00959461,0.00865814,0.00199533,0.00549274,0.013426,0.00267272,0.00184511,0.00882453,0.00164726,0.00184339,0.00346992,0.00396859,0.00203064,0.00982545,0.00860798,0.00345832,0.015319,0.00372383,0.00809207,0.00504726,
0.00959461,0.0107943,0.00816373,0.00549274,0.0088087,0.00267272,0.00276716,0.00882453,0.00164726,0.00184339,0.00151126,0.00396859,0.00908054,0.00926581,0.00862352,0.0121331,0.00401257,0.00730449,0.00809207,0.00504726,
0.00959461,0.0172051,0.00816373,0.00549274,0.0101417,0.00267272,0.00184511,0.0192237,0.00164726,0.00184339,0.00925511,0.00686504,0.00203064,0.00926581,0.0046399,0.00320615,0.00401257,0.0138239,0.00188007,0.00504726,
0.00959461,0.00534107,0.00816373,0.00549274,0.00920685,0.00267272,0.00184511,0.00314856,0.00164726,0.00184339,0.00925511,0.0040801,0.00203064,0.00926581,0.00860798,0.00345832,0.00401257,0.0138239,0.00429779,0.00504726,
0.00977914,0.00878261,0.00816373,0.00549274,0.013426,0.00267272,0.00184511,0.00882453,0.00164726,0.00184339,0.00151126,0.00396859,0.00203064,0.00982545,0.00860798,0.00320615,0.00401257,0.0138239,0.00342044,0.00504726,
0.00126625,0.00871049,0.00816373,0.00549274,0.00920685,0.00267272,0.00276716,0.0192237,0.00164726,0.00184339,0.00151126,0.00396859,0.00203064,0.00926581,0.0112982,0.00345832,0.00401257,0.0138239,0.0182944,0.00541064,
