29,41,49,56,61,65,68,70,72,73,73,73,72,70,68,65,61,56,49,41,29,
64,70,77,81,85,88,91,93,95,95,95,95,95,93,91,88,85,81,77,70,64,
86,92,97,101,105,108,111,113,114,115,115,115,114,113,111,108,105,101,97,92,86,
105,111,115,120,123,126,129,131,132,133,133,133,132,131,129,126,123,120,115,111,105,
123,128,133,137,140,143,146,148,149,150,151,150,149,148,146,143,140,137,133,128,123,
139,144,150,154,157,160,163,165,166,167,167,167,166,165,163,160,157,154,150,144,139,
156,160,166,170,175,178,180,183,184,186,185,186,184,183,180,178,175,170,166,160,156,
172,177,183,187,192,196,199,202,203,204,205,204,203,202,199,196,192,187,183,177,172,
188,194,200,206,210,215,218,221,224,225,225,225,224,221,218,215,210,206,200,194,188,
205,212,219,225,231,236,241,244,248,249,249,249,248,244,241,236,231,225,219,212,205,
223,232,240,248,255,262,268,273,277,279,279,279,277,273,268,262,255,248,240,232,223,
244,255,265,275,286,296,307,316,325,331,333,331,325,316,307,296,286,275,265,255,244,
269,282,299,318,355,360,360,360,360,360,360,360,360,360,360,360,355,318,299,282,269,
301,330,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,330,301,
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,
360,360,360,360,360,360,345,339,335,333,330,333,335,339,345,360,360,360,360,360,360,
360,360,360,360,340,330,315,310,307,305,305,305,307,310,315,330,340,360,360,360,360,
360,360,346,334,314,306,301,297,294,293,293,293,294,297,301,306,314,334,346,360,360,
360,343,326,308,301,295,291,288,287,285,285,285,287,288,291,295,301,308,325,343,360,
